Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
B,Road,5,4,188,5.0,medium,F,43.0,2466
D,Ship,3,4,236,3.0,medium,M,1.0,5851
D,Ship,2,5,155,5.0,low,F,6.0,1639
F,Ship,4,5,216,3.0,high,M,26.0,2053
F,Road,4,5,258,2.0,medium,F,2.0,4303
F,Road,7,2,203,5.0,medium,F,43.0,1856
B,Ship,3,5,236,2.0,low,M,10.0,5755
F,Road,4,2,248,2.0,low,F,10.0,5783
B,Ship,3,5,274,3.0,low,F,3.0,5156
C,Flight,2,4,144,4.0,low,F,8.0,5760
A,Ship,4,4,154,3.0,low,F,7.0,4106
C,Ship,7,4,290,4.0,low,F,10.0,1886
F,Ship,3,3,232,5.0,medium,M,10.0,5580
C,Ship,5,1,160,3.0,medium,M,3.0,5839
B,Road,4,5,244,4.0,medium,F,2.0,5365
F,Road,4,1,264,2.0,low,M,8.0,2436
B,Road,3,1,175,2.0,low,M,42.0,1668
D,Ship,3,5,246,3.0,medium,F,2.0,5653
D,Ship,6,2,173,3.0,medium,F,4.0,5970
C,Ship,5,4,210,3.0,medium,F,6.0,5102
A,Road,5,1,260,5.0,low,F,3.0,1705
B,Ship,4,2,263,3.0,low,F,7.0,5395
D,Road,6,3,244,4.0,low,F,1.0,1317
F,Flight,5,2,156,2.0,medium,M,19.0,1311
D,Ship,2,1,127,3.0,low,F,15.0,1522
D,Ship,7,2,244,4.0,medium,F,8.0,1477
A,Ship,4,2,136,2.0,medium,M,19.0,1387
C,Ship,2,1,285,3.0,high,F,7.0,4999
D,Flight,3,3,183,3.0,low,M,4.0,5322
B,Ship,2,4,195,4.0,medium,M,3.0,5641
B,Ship,6,4,288,4.0,medium,F,9.0,1575
F,Ship,4,5,223,3.0,low,M,9.0,5649
F,Ship,5,3,245,5.0,low,F,10.0,1112
D,Flight,3,4,188,4.0,low,F,43.0,3067
A,Road,4,1,245,2.0,low,M,5.0,5324
F,Ship,2,3,136,3.0,low,F,19.0,1568
A,Ship,3,1,187,3.0,medium,M,2.0,5154
A,Road,3,1,154,2.0,low,F,43.0,1994
C,Ship,4,3,175,4.0,medium,F,4.0,5685
F,Flight,5,3,171,2.0,medium,F,1.0,5385
C,Ship,5,2,246,5.0,medium,F,9.0,1876
F,Road,2,4,141,3.0,medium,F,27.0,1628
D,Ship,4,2,261,2.0,medium,F,4.0,5926
B,Ship,5,1,261,5.0,medium,M,3.0,1644
A,Ship,4,2,183,3.0,medium,F,12.0,3646
F,Road,2,4,239,5.0,low,F,43.0,2181
A,Ship,3,1,165,2.0,low,M,6.0,4445
F,Ship,4,5,142,2.0,medium,F,9.0,5425
B,Road,5,1,109,2.0,high,M,23.0,1479
A,Road,4,3,229,3.0,low,M,5.0,5225
F,Flight,4,3,134,3.0,low,F,21.0,1955
D,Ship,3,5,153,4.0,low,F,10.0,5897
C,Ship,5,5,208,5.0,low,M,39.0,2905
C,Ship,4,2,233,2.0,low,M,7.0,5546
C,Ship,3,5,150,3.0,high,M,6.0,4565
D,Ship,3,2,161,3.0,medium,M,2.0,4174
C,Ship,4,2,216,4.0,medium,M,3.0,4887
F,Ship,2,3,151,4.0,low,F,3.0,1353
F,Ship,4,3,140,3.0,high,F,43.0,1072
F,Road,5,1,248,2.0,low,F,6.0,5281
F,Ship,3,2,131,5.0,low,F,8.0,5084
C,Road,4,4,186,3.0,low,F,2.0,4430
C,Ship,4,3,186,2.0,medium,F,43.0,2805
B,Ship,3,1,145,2.0,high,M,25.0,1851
D,Ship,4,2,204,2.0,low,F,1.0,4533
F,Road,6,2,139,5.0,medium,M,8.0,1691
A,Ship,3,4,121,3.0,low,F,43.0,1611
F,Ship,4,2,199,3.0,low,M,43.0,2470
D,Ship,3,4,257,2.0,high,M,15.0,3981
B,Road,3,1,112,5.0,medium,F,41.0,1249
C,Ship,4,4,163,5.0,medium,M,1.0,4584
B,Road,3,1,190,3.0,low,F,1.0,5065
C,Flight,4,2,237,2.0,medium,F,6.0,2965
D,Ship,6,4,300,4.0,low,F,8.0,1301
A,Ship,3,1,255,2.0,medium,M,42.0,3459
C,Flight,3,3,244,4.0,medium,M,10.0,5181
A,Ship,4,2,267,5.0,low,M,3.0,1933
F,Road,2,3,133,4.0,low,F,5.0,5989
F,Ship,4,4,228,3.0,low,M,43.0,2715
F,Ship,4,2,178,5.0,medium,M,5.0,4120
C,Road,6,1,132,4.0,medium,M,5.0,5235
F,Ship,3,5,162,3.0,medium,F,1.0,4432
A,Ship,3,1,250,3.0,low,F,7.0,4760
F,Ship,5,5,232,3.0,low,F,2.0,4545
B,Ship,5,5,221,5.0,medium,M,6.0,1429
A,Ship,7,5,285,4.0,low,M,6.0,1591
B,Ship,3,4,165,2.0,medium,M,1.0,5745
F,Ship,4,5,135,3.0,medium,F,6.0,5266
D,Road,4,2,253,5.0,low,F,3.0,4676
B,Flight,2,4,225,5.0,high,M,43.0,2690
F,Ship,4,4,265,3.0,low,M,10.0,4741
D,Ship,3,5,198,2.0,medium,F,43.0,3015
C,Ship,4,1,238,2.0,low,F,3.0,2241
F,Ship,4,1,268,4.0,medium,F,2.0,4543
F,Ship,4,2,167,3.0,low,M,21.0,1637
A,Ship,5,2,145,3.0,medium,M,2.0,4836
C,Ship,4,5,261,2.0,high,M,43.0,3045
A,Flight,4,2,187,2.0,low,F,6.0,3625
B,Ship,3,2,226,3.0,medium,M,3.0,4940
B,Ship,4,3,142,4.0,low,M,29.0,1420
A,Ship,4,3,162,3.0,low,M,43.0,1194
B,Ship,6,2,244,4.0,medium,F,1.0,1406
D,Ship,4,4,175,2.0,medium,F,10.0,4927
F,Ship,6,5,266,4.0,low,F,6.0,1201
C,Ship,5,2,168,4.0,low,M,10.0,5373
F,Ship,4,3,250,2.0,high,F,10.0,4885
B,Road,5,1,249,5.0,medium,F,1.0,1654
A,Flight,4,1,242,2.0,low,M,34.0,3966
B,Ship,3,1,226,3.0,medium,F,8.0,5000
F,Road,5,5,218,5.0,low,M,5.0,4303
F,Ship,3,5,156,2.0,medium,F,8.0,5848
F,Ship,4,5,135,3.0,low,F,3.0,4760
F,Ship,5,1,138,3.0,low,M,10.0,5612
A,Road,4,3,203,4.0,low,F,1.0,5274
B,Ship,5,2,239,2.0,medium,F,15.0,2471
B,Road,5,3,160,3.0,high,M,25.0,1977
C,Ship,3,1,210,3.0,medium,M,4.0,5683
C,Ship,3,5,150,4.0,medium,F,8.0,4433
D,Ship,6,3,275,5.0,low,M,41.0,2491
D,Ship,4,1,192,4.0,high,M,10.0,4570
A,Road,2,5,159,3.0,low,F,43.0,1621
B,Ship,7,4,291,4.0,high,M,4.0,1248
C,Ship,2,3,130,4.0,medium,M,10.0,4363
F,Ship,3,4,102,3.0,medium,M,9.0,4111
F,Road,3,3,183,3.0,low,F,43.0,2181
F,Ship,3,2,175,2.0,medium,F,12.0,1817
F,Flight,4,3,181,3.0,low,F,5.0,5398
C,Ship,4,3,263,3.0,medium,M,3.0,4677
C,Ship,3,5,193,3.0,high,F,10.0,5991
C,Flight,3,2,240,5.0,low,F,9.0,4908
F,Ship,5,3,133,4.0,medium,F,29.0,1094
C,Ship,2,4,129,3.0,low,F,43.0,1219
B,Flight,3,3,158,3.0,low,M,1.0,5502
F,Ship,6,1,293,4.0,low,F,10.0,1534
C,Ship,3,5,156,5.0,medium,F,9.0,4733
A,Road,3,2,175,2.0,low,M,9.0,4859
D,Ship,2,5,189,2.0,low,M,9.0,5245
F,Ship,5,1,234,3.0,low,F,4.0,5033
C,Ship,2,2,150,2.0,medium,F,9.0,4917
A,Ship,3,4,250,5.0,medium,M,1.0,4543
B,Ship,5,1,245,3.0,low,F,9.0,4694
F,Ship,5,1,183,3.0,medium,F,8.0,4531
A,Ship,3,3,262,5.0,high,F,9.0,5097
A,Ship,3,4,198,2.0,medium,M,19.0,2373
A,Ship,4,4,140,4.0,medium,F,43.0,1442
A,Flight,4,4,154,5.0,medium,F,10.0,4361
F,Ship,4,4,149,3.0,medium,F,2.0,4241
C,Ship,2,4,191,3.0,low,F,43.0,2586
D,Ship,5,2,180,3.0,medium,M,1.0,4655
A,Flight,4,2,163,4.0,medium,F,5.0,5751
C,Ship,4,2,191,2.0,low,M,11.0,3985
A,Ship,7,5,250,4.0,low,M,1.0,1690
D,Ship,5,1,162,5.0,low,F,43.0,1727
D,Road,3,3,172,3.0,medium,F,42.0,1707
D,Ship,4,4,255,5.0,low,F,2.0,1430
B,Ship,3,4,238,2.0,low,M,3.0,4723
A,Road,5,2,256,5.0,low,F,41.0,2758
F,Ship,2,2,160,5.0,medium,F,9.0,4972
B,Ship,3,3,104,5.0,low,F,5.0,4643
D,Ship,4,2,210,3.0,low,M,16.0,2046
D,Road,6,4,244,4.0,medium,M,7.0,1795
D,Ship,3,4,211,3.0,low,M,43.0,3654
D,Ship,4,2,168,5.0,medium,F,9.0,4030
F,Flight,3,3,165,3.0,high,M,35.0,1459
D,Flight,5,5,225,5.0,low,M,7.0,1168
B,Ship,5,2,263,5.0,medium,F,10.0,1059
F,Ship,5,1,206,5.0,medium,M,2.0,5766
A,Flight,5,3,199,4.0,low,F,24.0,3473
D,Ship,2,5,117,3.0,high,F,2.0,4268
D,Road,4,5,170,3.0,medium,M,3.0,4695
B,Ship,3,4,269,2.0,medium,M,2.0,4177
D,Ship,4,2,261,5.0,low,F,8.0,1235
D,Ship,3,1,238,2.0,medium,M,5.0,4355
C,Ship,4,1,187,3.0,medium,M,8.0,5872
C,Ship,4,1,140,2.0,low,M,43.0,1950
C,Flight,6,3,275,5.0,low,M,4.0,4875
F,Flight,4,3,248,2.0,medium,F,2.0,4700
A,Road,4,2,140,3.0,medium,F,43.0,1820
A,Flight,4,2,258,5.0,low,F,8.0,1878
F,Ship,3,4,208,2.0,low,F,37.0,2537
F,Ship,6,5,278,4.0,low,M,2.0,1167
F,Road,4,3,186,3.0,low,M,7.0,5156
F,Ship,6,2,137,5.0,low,F,4.0,4490
B,Flight,6,3,154,2.0,high,M,7.0,4732
C,Flight,4,4,209,3.0,medium,M,7.0,4717
F,Ship,4,3,235,3.0,medium,F,4.0,5748
C,Flight,2,5,202,3.0,low,M,43.0,2587
D,Road,6,5,212,2.0,medium,M,38.0,2359
A,Road,2,3,126,4.0,high,F,3.0,1364
B,Flight,3,4,184,4.0,medium,M,2.0,4052
B,Ship,4,1,97,2.0,high,M,15.0,1836
C,Ship,3,2,181,3.0,low,M,4.0,5966
A,Ship,4,5,168,3.0,low,F,4.0,1363
B,Flight,4,3,149,3.0,medium,M,17.0,1990
D,Ship,5,4,225,5.0,low,M,7.0,1476
B,Flight,5,4,149,3.0,low,M,43.0,1645
F,Flight,4,4,256,5.0,low,M,9.0,1622
D,Ship,3,2,220,3.0,medium,M,8.0,4148
D,Ship,3,4,182,3.0,medium,F,2.0,5281
A,Ship,4,3,171,4.0,low,F,43.0,1539
B,Road,4,1,171,3.0,medium,M,10.0,5971
B,Ship,5,5,184,3.0,medium,M,7.0,4742
C,Flight,3,4,180,5.0,high,M,4.0,4408
B,Ship,4,1,144,4.0,medium,M,6.0,5197
A,Ship,4,3,287,5.0,medium,M,6.0,4376
A,Road,4,5,163,3.0,medium,F,2.0,4887
A,Ship,2,3,129,3.0,low,M,43.0,1111
F,Ship,3,5,164,3.0,medium,F,43.0,1423
C,Ship,3,4,188,5.0,low,F,3.0,4835
F,Ship,3,3,150,2.0,medium,M,9.0,4100
A,Ship,4,5,102,5.0,low,F,3.0,5767
C,Road,4,4,193,2.0,low,F,6.0,4855
B,Ship,4,4,205,4.0,medium,F,2.0,4690
B,Flight,4,2,141,3.0,medium,M,43.0,1875
F,Ship,4,1,232,5.0,medium,M,8.0,1943
F,Ship,5,3,148,3.0,medium,F,43.0,1099
C,Ship,4,4,243,3.0,low,F,36.0,2111
B,Ship,4,1,224,3.0,medium,F,36.0,3499
A,Road,5,2,269,5.0,medium,F,5.0,1097
F,Flight,3,5,240,5.0,low,M,21.0,3559
B,Ship,2,5,160,3.0,medium,F,31.0,7401
C,Road,4,3,192,3.0,low,F,10.0,4068
F,Ship,6,3,285,4.0,medium,F,1.0,1606
D,Ship,3,2,233,3.0,medium,M,7.0,5838
C,Ship,3,1,173,3.0,low,F,3.0,4453
B,Road,3,1,236,4.0,medium,F,10.0,1551
D,Ship,4,5,172,2.0,medium,M,7.0,4559
F,Ship,3,1,243,3.0,medium,F,2.0,5827
F,Ship,5,1,189,2.0,medium,M,10.0,5248
C,Road,4,4,161,3.0,high,F,43.0,1165
C,Ship,6,2,261,4.0,medium,M,8.0,1891
D,Flight,5,5,232,5.0,low,M,2.0,1550
B,Road,4,4,218,2.0,medium,F,3.0,5692
B,Flight,5,1,234,5.0,medium,M,2.0,1030
A,Road,3,1,232,2.0,medium,M,10.0,4719
C,Ship,4,3,229,2.0,low,M,6.0,4226
B,Ship,4,1,113,3.0,low,F,43.0,1200
C,Road,6,5,285,4.0,medium,F,5.0,1631
F,Ship,4,3,169,5.0,medium,F,2.0,5607
C,Ship,3,1,238,2.0,low,M,9.0,5158
D,Ship,3,4,202,2.0,medium,F,6.0,5030
A,Ship,3,5,252,3.0,low,M,18.0,3701
A,Ship,5,4,269,5.0,low,F,4.0,1537
A,Ship,4,1,157,2.0,medium,M,3.0,5801
C,Ship,3,3,268,2.0,high,F,5.0,5195
D,Ship,7,4,285,4.0,medium,F,2.0,1017
A,Flight,3,1,145,2.0,low,M,28.0,1313
B,Ship,4,3,134,3.0,medium,M,13.0,1985
C,Road,3,4,269,2.0,medium,M,6.0,5951
F,Flight,4,5,142,5.0,high,F,5.0,4147
A,Ship,4,5,266,3.0,medium,F,2.0,4867
D,Ship,4,2,243,5.0,medium,F,8.0,1922
D,Flight,4,2,136,3.0,low,F,43.0,1962
F,Ship,4,2,198,3.0,low,F,4.0,5863
B,Ship,3,3,186,3.0,medium,M,43.0,2356
C,Ship,5,3,138,3.0,low,F,5.0,5687
D,Road,5,4,223,2.0,low,M,5.0,4424
F,Ship,5,5,264,3.0,high,F,3.0,5835
C,Ship,5,4,221,5.0,medium,M,6.0,1488
A,Ship,4,5,245,3.0,low,F,7.0,4297
A,Flight,4,3,255,5.0,low,M,3.0,4278
D,Ship,3,1,207,2.0,low,M,7.0,4639
F,Ship,3,2,126,5.0,low,F,6.0,4372
F,Ship,4,1,197,3.0,low,F,6.0,5032
C,Road,6,1,246,4.0,medium,M,4.0,1504
F,Ship,3,3,246,4.0,low,F,3.0,4316
D,Road,5,1,180,3.0,low,F,2.0,5013
D,Ship,4,5,260,3.0,low,F,14.0,2071
B,Road,5,4,260,3.0,low,M,8.0,4535
C,Ship,5,5,236,3.0,medium,F,43.0,3365
D,Flight,3,1,213,5.0,medium,M,9.0,4862
F,Flight,6,4,221,5.0,medium,M,8.0,4511
C,Road,5,4,228,5.0,low,M,5.0,1844
B,Ship,4,5,242,5.0,low,F,9.0,1858
D,Ship,3,2,207,3.0,high,F,3.0,4909
B,Ship,3,4,243,2.0,low,F,14.0,3693
A,Ship,6,3,252,2.0,low,M,6.0,1470
F,Flight,5,1,245,5.0,low,F,7.0,1092
A,Ship,5,3,199,5.0,medium,F,1.0,5865
A,Ship,4,3,118,5.0,low,F,15.0,1601
F,Ship,4,1,245,5.0,low,F,3.0,1537
F,Ship,6,4,279,4.0,low,F,5.0,1241
F,Ship,3,3,209,3.0,high,F,2.0,4036
D,Ship,4,5,235,5.0,low,M,6.0,1460
B,Ship,4,1,144,2.0,high,M,35.0,1072
D,Ship,3,1,264,4.0,low,M,10.0,4265
D,Ship,3,2,108,4.0,low,F,5.0,4787
C,Flight,4,3,269,5.0,medium,M,43.0,3950
A,Ship,5,1,211,3.0,low,M,7.0,5594
D,Ship,5,3,210,3.0,medium,M,9.0,5912
B,Ship,4,1,201,5.0,medium,M,4.0,4295
F,Ship,3,3,178,2.0,medium,M,4.0,1778
C,Flight,5,2,255,5.0,medium,M,4.0,1634
F,Flight,5,3,194,5.0,medium,F,10.0,5700
F,Ship,3,2,143,3.0,low,F,43.0,1785
B,Ship,2,1,229,3.0,medium,M,9.0,5075
A,Ship,5,4,271,3.0,low,M,3.0,5218
F,Ship,4,4,127,4.0,high,M,43.0,1239
D,Road,2,3,215,2.0,medium,F,3.0,5052
A,Road,4,4,251,2.0,low,M,2.0,4800
D,Road,4,1,190,3.0,low,F,32.0,2774
B,Road,4,3,137,3.0,medium,M,43.0,1299
F,Ship,3,5,245,4.0,low,M,8.0,5600
B,Flight,4,3,225,5.0,low,M,8.0,4718
C,Road,4,5,244,3.0,low,F,7.0,4172
C,Flight,3,2,134,3.0,low,F,20.0,1391
B,Flight,3,1,104,2.0,low,M,1.0,1021
C,Flight,5,2,254,3.0,medium,F,8.0,5892
D,Ship,4,5,269,5.0,low,F,3.0,1118
F,Ship,5,2,243,5.0,medium,F,4.0,1013
B,Flight,3,2,169,2.0,medium,M,43.0,1511
F,Ship,3,2,226,4.0,medium,F,8.0,5225
D,Flight,3,1,179,3.0,high,M,5.0,5898
B,Ship,5,2,249,3.0,high,F,8.0,5000
D,Flight,4,2,283,2.0,high,F,1.0,4115
A,Flight,5,1,199,5.0,medium,F,8.0,4140
F,Ship,4,5,274,2.0,low,F,2.0,4492
D,Ship,4,1,245,3.0,low,F,5.0,4523
F,Flight,3,4,157,3.0,medium,F,6.0,5611
F,Road,4,1,206,3.0,low,F,4.0,4745
F,Flight,3,3,182,5.0,low,M,3.0,5555
F,Ship,4,1,245,5.0,medium,M,1.0,1472
D,Road,3,2,267,5.0,low,F,43.0,2622
F,Ship,4,3,248,5.0,low,F,7.0,1789
A,Ship,3,4,175,3.0,low,M,8.0,4274
C,Ship,5,2,233,3.0,high,M,7.0,5323
D,Flight,5,2,217,3.0,low,M,27.0,2999
C,Ship,3,4,256,3.0,low,M,7.0,5013
D,Ship,3,5,172,2.0,medium,M,43.0,1840
B,Ship,4,3,223,3.0,low,M,35.0,2715
F,Ship,3,2,203,2.0,medium,F,39.0,3845
A,Road,5,2,155,3.0,low,F,10.0,4485
C,Road,6,4,150,5.0,medium,F,8.0,4709
F,Road,4,4,214,3.0,medium,F,1.0,4717
B,Flight,3,3,220,3.0,low,F,10.0,5234
C,Road,2,5,168,3.0,low,M,37.0,1717
C,Road,4,3,274,5.0,low,F,3.0,1637
F,Ship,2,2,146,3.0,medium,F,1.0,1162
D,Ship,5,5,240,5.0,low,F,10.0,1986
F,Road,3,2,252,3.0,medium,M,7.0,4507
B,Road,4,3,102,3.0,medium,F,3.0,4845
A,Flight,5,2,162,4.0,medium,M,7.0,5477
A,Flight,4,2,246,3.0,medium,M,1.0,5113
A,Ship,5,2,238,5.0,low,F,4.0,1962
F,Road,2,2,129,3.0,medium,F,22.0,6614
F,Ship,4,4,251,5.0,medium,M,4.0,1869
F,Ship,3,3,174,3.0,medium,F,2.0,4221
F,Ship,7,2,302,4.0,low,M,6.0,1632
A,Flight,7,4,267,4.0,medium,F,9.0,1378
A,Road,3,3,120,3.0,low,F,43.0,1534
C,Ship,6,5,299,4.0,low,F,1.0,1629
D,Flight,5,3,270,5.0,medium,F,7.0,1303
C,Road,5,5,174,3.0,high,F,9.0,5969
F,Ship,4,3,253,5.0,low,M,6.0,1366
D,Ship,4,4,239,3.0,medium,F,7.0,5297
A,Flight,4,4,223,4.0,low,M,3.0,5613
F,Ship,3,1,250,3.0,low,F,8.0,3617
A,Road,5,3,269,3.0,low,F,8.0,4811
C,Ship,6,5,152,4.0,medium,F,8.0,5351
C,Road,4,4,179,3.0,low,M,43.0,1943
F,Ship,6,3,170,4.0,low,M,1.0,4912
D,Ship,4,1,211,3.0,high,M,5.0,5757
F,Ship,3,4,272,3.0,low,M,43.0,2548
F,Road,4,4,238,2.0,low,F,4.0,4337
D,Ship,4,3,150,2.0,high,F,8.0,4965
F,Ship,3,3,259,5.0,high,F,6.0,5939
F,Ship,4,5,226,5.0,low,F,5.0,4833
D,Road,4,3,179,3.0,low,F,3.0,5495
F,Ship,3,2,154,3.0,low,F,6.0,5540
F,Ship,3,1,250,3.0,medium,F,6.0,5832
F,Ship,3,1,209,2.0,medium,F,3.0,4184
F,Road,6,3,281,5.0,medium,F,8.0,1864
A,Ship,3,1,185,4.0,low,F,35.0,3648
F,Ship,5,2,186,3.0,medium,F,15.0,2153
F,Ship,3,4,239,4.0,medium,F,8.0,4537
F,Ship,3,1,182,2.0,low,F,3.0,5510
D,Ship,3,2,231,3.0,low,M,43.0,3952
A,Ship,5,2,174,4.0,medium,M,8.0,5627
F,Ship,6,3,306,4.0,high,F,5.0,1261
F,Ship,2,2,254,2.0,low,F,8.0,5827
C,Ship,4,2,247,3.0,medium,F,43.0,2198
B,Flight,3,2,189,3.0,medium,F,2.0,4152
D,Ship,5,1,285,4.0,medium,F,10.0,1428
C,Road,4,2,221,2.0,medium,M,43.0,3065
F,Ship,3,3,200,3.0,low,M,3.0,5739
F,Flight,3,1,129,3.0,medium,M,9.0,5296
F,Ship,4,5,157,3.0,medium,M,2.0,5791
F,Flight,4,4,265,3.0,low,M,9.0,5508
D,Road,6,3,235,3.0,low,F,7.0,4829
A,Ship,4,5,243,5.0,low,M,7.0,1243
B,Flight,3,5,230,3.0,high,M,4.0,5189
F,Ship,5,5,145,3.0,medium,F,37.0,1993
F,Ship,6,5,135,5.0,low,M,43.0,1078
B,Ship,3,4,175,3.0,low,M,6.0,5503
C,Road,3,4,196,2.0,medium,F,5.0,4342
F,Ship,5,5,245,5.0,low,M,5.0,1381
D,Flight,4,1,228,5.0,low,F,6.0,1727
D,Road,4,4,271,5.0,high,M,3.0,5204
C,Flight,3,4,189,2.0,medium,M,12.0,2888
F,Ship,2,2,171,2.0,medium,F,6.0,5105
C,Road,3,1,162,4.0,medium,F,4.0,5683
A,Road,4,1,162,2.0,low,F,43.0,1540
C,Ship,5,2,214,2.0,low,F,10.0,5192
A,Ship,5,2,205,4.0,low,M,6.0,5486
F,Ship,5,1,174,5.0,medium,M,43.0,1635
F,Ship,6,2,247,4.0,medium,M,1.0,1668
A,Ship,2,3,140,2.0,medium,M,20.0,1832
F,Ship,4,4,182,3.0,medium,F,8.0,5453
C,Ship,4,2,227,4.0,medium,F,22.0,2460
F,Ship,5,1,263,3.0,medium,M,6.0,4505
D,Flight,5,4,202,3.0,low,F,3.0,4559
F,Ship,4,2,245,2.0,low,M,3.0,4000
C,Road,4,5,197,3.0,low,F,34.0,3784
A,Ship,4,1,150,2.0,low,M,5.0,4133
C,Ship,4,5,151,4.0,medium,M,10.0,4796
D,Road,4,5,192,2.0,high,F,4.0,4518
F,Flight,5,2,152,3.0,medium,M,4.0,4699
F,Ship,5,3,263,5.0,medium,F,6.0,1192
F,Ship,4,5,228,5.0,low,M,9.0,1381
C,Flight,5,4,186,2.0,low,M,3.0,4213
C,Ship,4,1,238,3.0,high,F,4.0,4910
D,Ship,6,4,310,4.0,medium,M,1.0,1494
D,Ship,3,4,240,3.0,high,F,6.0,4412
A,Ship,4,1,208,3.0,low,F,6.0,5345
D,Ship,5,3,178,4.0,medium,M,10.0,5382
D,Ship,6,5,290,4.0,low,M,6.0,1929
B,Ship,2,5,201,3.0,medium,F,29.0,3894
F,Ship,4,1,258,3.0,medium,F,4.0,3686
A,Ship,4,2,173,2.0,medium,M,9.0,4307
B,Ship,3,4,267,3.0,high,M,8.0,5337
F,Ship,5,5,239,3.0,low,M,5.0,4122
F,Road,4,4,146,3.0,low,F,10.0,5805
F,Ship,2,4,233,2.0,medium,F,6.0,4758
F,Ship,5,5,260,2.0,low,F,23.0,3065
F,Ship,5,4,133,2.0,medium,M,30.0,1161
D,Ship,5,2,141,2.0,medium,F,1.0,4287
F,Ship,3,3,239,3.0,low,F,4.0,1399
F,Flight,5,1,279,5.0,low,F,6.0,5888
C,Ship,3,2,255,5.0,low,F,3.0,5936
F,Road,4,2,104,5.0,medium,F,43.0,1438
B,Road,4,4,158,3.0,low,F,43.0,1507
A,Ship,3,2,226,2.0,low,M,10.0,4254
F,Flight,4,5,98,4.0,low,M,5.0,5188
F,Ship,5,3,227,5.0,medium,F,9.0,4990
F,Ship,6,3,278,4.0,medium,M,4.0,1716
D,Ship,6,5,310,4.0,medium,F,10.0,1553
F,Ship,6,3,167,5.0,low,F,15.0,1278
F,Road,2,4,160,3.0,low,F,43.0,1030
A,Ship,5,5,257,3.0,medium,F,5.0,5084
D,Ship,5,1,125,4.0,medium,M,3.0,5595
F,Ship,7,1,244,4.0,low,M,8.0,1817
F,Ship,4,1,269,2.0,medium,F,8.0,4930
A,Ship,6,3,245,4.0,low,M,10.0,1798
A,Ship,4,3,145,4.0,medium,M,2.0,5735
F,Ship,4,2,196,5.0,low,M,5.0,4994
D,Ship,6,5,292,4.0,low,F,10.0,1969
D,Ship,7,5,133,5.0,low,F,7.0,1239
F,Ship,4,4,247,3.0,high,F,2.0,5324
B,Ship,5,5,258,4.0,high,F,5.0,4562
F,Ship,3,1,215,5.0,high,M,5.0,3432
B,Ship,4,4,156,2.0,low,F,5.0,5216
F,Ship,4,5,232,5.0,low,F,3.0,1817
F,Ship,4,1,271,2.0,medium,F,8.0,2401
B,Road,5,2,227,5.0,medium,F,6.0,1620
D,Flight,3,2,142,3.0,low,M,9.0,4234
D,Road,5,5,261,5.0,medium,F,1.0,1082
F,Ship,4,4,151,3.0,medium,F,5.0,4732
A,Ship,3,4,214,2.0,low,M,43.0,3881
F,Ship,3,2,183,3.0,medium,F,25.0,2023
F,Road,3,3,248,4.0,low,F,36.0,3276
F,Ship,4,4,138,5.0,low,M,10.0,5401
A,Ship,5,2,241,3.0,low,F,10.0,4244
F,Ship,4,2,262,4.0,low,M,2.0,5311
D,Ship,3,4,199,4.0,medium,F,6.0,5207
F,Ship,2,2,230,3.0,low,F,7.0,4889
C,Ship,2,3,239,5.0,medium,M,4.0,4022
B,Flight,2,1,220,2.0,medium,F,6.0,4382
F,Ship,3,2,251,2.0,low,F,5.0,3443
C,Ship,5,3,273,4.0,medium,M,1.0,5119
C,Ship,3,1,145,2.0,low,F,34.0,1773
D,Road,4,2,209,2.0,medium,M,3.0,5607
D,Ship,3,3,187,5.0,low,F,2.0,4549
F,Ship,4,2,176,3.0,medium,F,12.0,1750
F,Ship,2,1,206,2.0,low,M,7.0,4721
B,Ship,3,1,254,4.0,low,F,33.0,2542
D,Ship,4,2,222,3.0,low,F,3.0,5130
A,Ship,5,4,177,2.0,low,M,14.0,1735
D,Ship,3,4,246,3.0,high,F,1.0,4273
C,Ship,4,1,236,3.0,low,F,4.0,4248
F,Ship,4,4,201,2.0,medium,M,7.0,4320
B,Ship,4,3,235,5.0,medium,M,2.0,4689
B,Road,5,4,145,5.0,medium,M,6.0,4403
F,Ship,6,4,251,4.0,low,F,10.0,1568
C,Flight,4,2,180,3.0,low,F,43.0,1434
A,Ship,4,5,188,3.0,low,F,13.0,2409
A,Ship,5,1,222,4.0,low,M,43.0,3506
F,Ship,5,4,228,5.0,low,M,9.0,1044
C,Ship,3,4,236,4.0,medium,M,2.0,1016
A,Ship,3,1,135,4.0,medium,M,43.0,1840
B,Ship,2,5,211,3.0,low,M,3.0,1368
F,Flight,4,2,192,4.0,low,F,43.0,2256
C,Road,4,5,148,3.0,high,F,6.0,5473
D,Ship,4,5,169,4.0,low,F,6.0,4213
F,Ship,5,4,160,3.0,high,M,2.0,5876
D,Road,4,3,228,5.0,medium,M,8.0,1753
C,Ship,4,5,264,3.0,medium,M,16.0,2245
C,Flight,4,2,111,2.0,high,F,4.0,5393
A,Road,3,5,156,4.0,low,F,6.0,1015
B,Ship,3,5,209,3.0,high,F,4.0,5413
F,Road,2,2,145,3.0,medium,F,5.0,6102
F,Ship,6,4,279,4.0,low,M,9.0,1128
