Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
F,Ship,5,3,245,5,low,F,10,1112
A,Road,4,1,245,2,low,M,5,5324
F,Ship,2,3,136,3,low,F,19,1568
A,Ship,3,1,187,3,medium,M,2,5154
C,Ship,4,3,175,4,medium,F,4,5685
F,Flight,5,3,171,2,medium,F,1,5385
C,Ship,5,2,246,5,medium,F,9,1876
D,Ship,4,2,261,2,medium,F,4,5926
B,Ship,5,1,261,5,medium,M,3,1644
A,Ship,4,2,183,3,medium,F,12,3646
A,Ship,3,1,165,2,low,M,6,4445
F,Ship,4,5,142,2,medium,F,9,5425
A,Road,4,3,229,3,low,M,5,5225
D,Ship,3,5,153,4,low,F,10,5897
C,Ship,4,2,233,2,low,M,7,5546
C,Ship,3,5,150,3,high,M,6,4565
D,Ship,3,2,161,3,medium,M,2,4174
C,Ship,4,2,216,4,medium,M,3,4887
F,Ship,2,3,151,4,low,F,3,1353
F,Road,5,1,248,2,low,F,6,5281
F,Ship,3,2,131,5,low,F,8,5084
C,Road,4,4,186,3,low,F,2,4430
D,Ship,4,2,204,2,low,F,1,4533
D,Ship,3,4,257,2,high,M,15,3981
B,Road,3,1,190,3,low,F,1,5065
C,Flight,4,2,237,2,medium,F,6,2965
D,Ship,6,4,300,4,low,F,8,1301
C,Flight,3,3,244,4,medium,M,10,5181
A,Ship,4,2,267,5,low,M,3,1933
F,Road,2,3,133,4,low,F,5,5989
C,Road,6,1,132,4,medium,M,5,5235
F,Ship,3,5,162,3,medium,F,1,4432
A,Ship,3,1,250,3,low,F,7,4760
F,Ship,5,5,232,3,low,F,2,4545
A,Ship,7,5,285,4,low,M,6,1591
B,Ship,3,4,165,2,medium,M,1,5745
F,Ship,4,5,135,3,medium,F,6,5266
D,Road,4,2,253,5,low,F,3,4676
F,Ship,4,4,265,3,low,M,10,4741
C,Ship,4,1,238,2,low,F,3,2241
F,Ship,4,1,268,4,medium,F,2,4543
A,Ship,5,2,145,3,medium,M,2,4836
A,Flight,4,2,187,2,low,F,6,3625
B,Ship,3,2,226,3,medium,M,3,4940
B,Ship,6,2,244,4,medium,F,1,1406
D,Ship,4,4,175,2,medium,F,10,4927
F,Ship,6,5,266,4,low,F,6,1201
C,Ship,5,2,168,4,low,M,10,5373
F,Ship,4,3,250,2,high,F,10,4885
B,Road,5,1,249,5,medium,F,1,1654
B,Ship,3,1,226,3,medium,F,8,5000
F,Road,5,5,218,5,low,M,5,4303
F,Ship,3,5,156,2,medium,F,8,5848
F,Ship,4,5,135,3,low,F,3,4760
F,Ship,5,1,138,3,low,M,10,5612
A,Road,4,3,203,4,low,F,1,5274
B,Ship,5,2,239,2,medium,F,15,2471
C,Ship,3,1,210,3,medium,M,4,5683
C,Ship,3,5,150,4,medium,F,8,4433
D,Ship,4,1,192,4,high,M,10,4570
B,Ship,7,4,291,4,high,M,4,1248
C,Ship,2,3,130,4,medium,M,10,4363
F,Ship,3,4,102,3,medium,M,9,4111
F,Ship,3,2,175,2,medium,F,12,1817
F,Flight,4,3,181,3,low,F,5,5398
C,Ship,4,3,263,3,medium,M,3,4677
C,Ship,3,5,193,3,high,F,10,5991
B,Flight,3,3,158,3,low,M,1,5502
F,Ship,6,1,293,4,low,F,10,1534
A,Road,3,2,175,2,low,M,9,4859
D,Ship,2,5,189,2,low,M,9,5245
F,Ship,5,1,234,3,low,F,4,5033
C,Ship,2,2,150,2,medium,F,9,4917
B,Ship,5,1,245,3,low,F,9,4694
F,Ship,5,1,183,3,medium,F,8,4531
A,Ship,3,4,198,2,medium,M,19,2373
F,Ship,4,4,149,3,medium,F,2,4241
D,Ship,5,2,180,3,medium,M,1,4655
A,Flight,4,2,163,4,medium,F,5,5751
C,Ship,4,2,191,2,low,M,11,3985
A,Ship,7,5,250,4,low,M,1,1690
B,Ship,3,4,238,2,low,M,3,4723
B,Ship,3,3,104,5,low,F,5,4643
D,Ship,4,2,210,3,low,M,16,2046
D,Road,6,4,244,4,medium,M,7,1795
D,Flight,5,5,225,5,low,M,7,1168
B,Ship,5,2,263,5,medium,F,10,1059
F,Ship,5,1,206,5,medium,M,2,5766
D,Ship,2,5,117,3,high,F,2,4268
D,Road,4,5,170,3,medium,M,3,4695
B,Ship,3,4,269,2,medium,M,2,4177
D,Ship,4,2,261,5,low,F,8,1235
D,Ship,3,1,238,2,medium,M,5,4355
C,Ship,4,1,187,3,medium,M,8,5872
F,Flight,4,3,248,2,medium,F,2,4700
A,Flight,4,2,258,5,low,F,8,1878
F,Ship,6,5,278,4,low,M,2,1167
F,Road,4,3,186,3,low,M,7,5156
B,Flight,6,3,154,2,high,M,7,4732
C,Flight,4,4,209,3,medium,M,7,4717
F,Ship,4,3,235,3,medium,F,4,5748
A,Road,2,3,126,4,high,F,3,1364
B,Flight,3,4,184,4,medium,M,2,4052
B,Ship,4,1,97,2,high,M,15,1836
C,Ship,3,2,181,3,low,M,4,5966
A,Ship,4,5,168,3,low,F,4,1363
B,Flight,4,3,149,3,medium,M,17,1990
D,Ship,5,4,225,5,low,M,7,1476
F,Flight,4,4,256,5,low,M,9,1622
D,Ship,3,2,220,3,medium,M,8,4148
D,Ship,3,4,182,3,medium,F,2,5281
B,Road,4,1,171,3,medium,M,10,5971
B,Ship,5,5,184,3,medium,M,7,4742
B,Ship,4,1,144,4,medium,M,6,5197
A,Ship,4,3,287,5,medium,M,6,4376
A,Road,4,5,163,3,medium,F,2,4887
C,Ship,3,4,188,5,low,F,3,4835
F,Ship,3,3,150,2,medium,M,9,4100
A,Ship,4,5,102,5,low,F,3,5767
C,Road,4,4,193,2,low,F,6,4855
B,Ship,4,4,205,4,medium,F,2,4690
F,Ship,4,1,232,5,medium,M,8,1943
C,Road,4,3,192,3,low,F,10,4068
F,Ship,6,3,285,4,medium,F,1,1606
D,Ship,3,2,233,3,medium,M,7,5838
C,Ship,3,1,173,3,low,F,3,4453
B,Road,3,1,236,4,medium,F,10,1551
D,Ship,4,5,172,2,medium,M,7,4559
F,Ship,3,1,243,3,medium,F,2,5827
F,Ship,5,1,189,2,medium,M,10,5248
C,Ship,6,2,261,4,medium,M,8,1891
B,Road,4,4,218,2,medium,F,3,5692
B,Flight,5,1,234,5,medium,M,2,1030
A,Road,3,1,232,2,medium,M,10,4719
C,Ship,4,3,229,2,low,M,6,4226
C,Road,6,5,285,4,medium,F,5,1631
C,Ship,3,1,238,2,low,M,9,5158
D,Ship,3,4,202,2,medium,F,6,5030
A,Ship,3,5,252,3,low,M,18,3701
A,Ship,5,4,269,5,low,F,4,1537
A,Ship,4,1,157,2,medium,M,3,5801
C,Ship,3,3,268,2,high,F,5,5195
D,Ship,7,4,285,4,medium,F,2,1017
B,Ship,4,3,134,3,medium,M,13,1985
C,Road,3,4,269,2,medium,M,6,5951
A,Ship,4,5,266,3,medium,F,2,4867
D,Ship,4,2,243,5,medium,F,8,1922
F,Ship,4,2,198,3,low,F,4,5863
C,Ship,5,3,138,3,low,F,5,5687
D,Road,5,4,223,2,low,M,5,4424
F,Ship,5,5,264,3,high,F,3,5835
A,Ship,4,5,245,3,low,F,7,4297
D,Ship,3,1,207,2,low,M,7,4639
F,Ship,3,2,126,5,low,F,6,4372
F,Ship,4,1,197,3,low,F,6,5032
C,Road,6,1,246,4,medium,M,4,1504
F,Ship,3,3,246,4,low,F,3,4316
D,Road,5,1,180,3,low,F,2,5013
D,Ship,4,5,260,3,low,F,14,2071
B,Road,5,4,260,3,low,M,8,4535
F,Flight,6,4,221,5,medium,M,8,4511
C,Road,5,4,228,5,low,M,5,1844
D,Ship,3,2,207,3,high,F,3,4909
B,Ship,3,4,243,2,low,F,14,3693
A,Ship,6,3,252,2,low,M,6,1470
F,Flight,5,1,245,5,low,F,7,1092
A,Ship,4,3,118,5,low,F,15,1601
F,Ship,4,1,245,5,low,F,3,1537
F,Ship,6,4,279,4,low,F,5,1241
F,Ship,3,3,209,3,high,F,2,4036
D,Ship,4,5,235,5,low,M,6,1460
D,Ship,3,1,264,4,low,M,10,4265
D,Ship,3,2,108,4,low,F,5,4787
A,Ship,5,1,211,3,low,M,7,5594
D,Ship,5,3,210,3,medium,M,9,5912
F,Ship,3,3,178,2,medium,M,4,1778
C,Flight,5,2,255,5,medium,M,4,1634
B,Ship,2,1,229,3,medium,M,9,5075
A,Ship,5,4,271,3,low,M,3,5218
D,Road,2,3,215,2,medium,F,3,5052
A,Road,4,4,251,2,low,M,2,4800
F,Ship,3,5,245,4,low,M,8,5600
C,Road,4,5,244,3,low,F,7,4172
B,Flight,3,1,104,2,low,M,1,1021
C,Flight,5,2,254,3,medium,F,8,5892
D,Ship,4,5,269,5,low,F,3,1118
F,Ship,5,2,243,5,medium,F,4,1013
F,Ship,3,2,226,4,medium,F,8,5225
D,Flight,3,1,179,3,high,M,5,5898
B,Ship,5,2,249,3,high,F,8,5000
D,Flight,4,2,283,2,high,F,1,4115
F,Ship,4,5,274,2,low,F,2,4492
D,Ship,4,1,245,3,low,F,5,4523
F,Flight,3,4,157,3,medium,F,6,5611
F,Road,4,1,206,3,low,F,4,4745
F,Ship,4,1,245,5,medium,M,1,1472
F,Ship,4,3,248,5,low,F,7,1789
A,Ship,3,4,175,3,low,M,8,4274
C,Ship,5,2,233,3,high,M,7,5323
C,Ship,3,4,256,3,low,M,7,5013
A,Road,5,2,155,3,low,F,10,4485
C,Road,6,4,150,5,medium,F,8,4709
F,Road,4,4,214,3,medium,F,1,4717
B,Flight,3,3,220,3,low,F,10,5234
C,Road,4,3,274,5,low,F,3,1637
F,Ship,2,2,146,3,medium,F,1,1162
F,Road,3,2,252,3,medium,M,7,4507
B,Road,4,3,102,3,medium,F,3,4845
A,Flight,5,2,162,4,medium,M,7,5477
A,Flight,4,2,246,3,medium,M,1,5113
A,Ship,5,2,238,5,low,F,4,1962
F,Ship,3,3,174,3,medium,F,2,4221
F,Ship,7,2,302,4,low,M,6,1632
A,Flight,7,4,267,4,medium,F,9,1378
C,Ship,6,5,299,4,low,F,1,1629
D,Flight,5,3,270,5,medium,F,7,1303
C,Road,5,5,174,3,high,F,9,5969
F,Ship,4,3,253,5,low,M,6,1366
D,Ship,4,4,239,3,medium,F,7,5297
A,Flight,4,4,223,4,low,M,3,5613
F,Ship,3,1,250,3,low,F,8,3617
A,Road,5,3,269,3,low,F,8,4811
C,Ship,6,5,152,4,medium,F,8,5351
F,Ship,6,3,170,4,low,M,1,4912
D,Ship,4,1,211,3,high,M,5,5757
F,Road,4,4,238,2,low,F,4,4337
D,Ship,4,3,150,2,high,F,8,4965
F,Ship,4,5,226,5,low,F,5,4833
D,Road,4,3,179,3,low,F,3,5495
F,Ship,3,2,154,3,low,F,6,5540
F,Ship,3,1,250,3,medium,F,6,5832
F,Ship,3,1,209,2,medium,F,3,4184
F,Road,6,3,281,5,medium,F,8,1864
F,Ship,5,2,186,3,medium,F,15,2153
F,Ship,3,4,239,4,medium,F,8,4537
F,Ship,3,1,182,2,low,F,3,5510
A,Ship,5,2,174,4,medium,M,8,5627
F,Ship,6,3,306,4,high,F,5,1261
F,Ship,2,2,254,2,low,F,8,5827
B,Flight,3,2,189,3,medium,F,2,4152
D,Ship,5,1,285,4,medium,F,10,1428
F,Ship,3,3,200,3,low,M,3,5739
F,Flight,3,1,129,3,medium,M,9,5296
F,Ship,4,5,157,3,medium,M,2,5791
F,Flight,4,4,265,3,low,M,9,5508
D,Road,6,3,235,3,low,F,7,4829
A,Ship,4,5,243,5,low,M,7,1243
B,Flight,3,5,230,3,high,M,4,5189
B,Ship,3,4,175,3,low,M,6,5503
C,Road,3,4,196,2,medium,F,5,4342
F,Ship,5,5,245,5,low,M,5,1381
D,Flight,4,1,228,5,low,F,6,1727
C,Flight,3,4,189,2,medium,M,12,2888
F,Ship,2,2,171,2,medium,F,6,5105
C,Road,3,1,162,4,medium,F,4,5683
C,Ship,5,2,214,2,low,F,10,5192
A,Ship,5,2,205,4,low,M,6,5486
F,Ship,6,2,247,4,medium,M,1,1668
F,Ship,4,4,182,3,medium,F,8,5453
F,Ship,5,1,263,3,medium,M,6,4505
D,Flight,5,4,202,3,low,F,3,4559
F,Ship,4,2,245,2,low,M,3,4000
A,Ship,4,1,150,2,low,M,5,4133
C,Ship,4,5,151,4,medium,M,10,4796
D,Road,4,5,192,2,high,F,4,4518
F,Flight,5,2,152,3,medium,M,4,4699
F,Ship,5,3,263,5,medium,F,6,1192
F,Ship,4,5,228,5,low,M,9,1381
C,Flight,5,4,186,2,low,M,3,4213
C,Ship,4,1,238,3,high,F,4,4910
D,Ship,6,4,310,4,medium,M,1,1494
D,Ship,3,4,240,3,high,F,6,4412
A,Ship,4,1,208,3,low,F,6,5345
D,Ship,5,3,178,4,medium,M,10,5382
D,Ship,6,5,290,4,low,M,6,1929
F,Ship,4,1,258,3,medium,F,4,3686
A,Ship,4,2,173,2,medium,M,9,4307
B,Ship,3,4,267,3,high,M,8,5337
F,Ship,5,5,239,3,low,M,5,4122
F,Road,4,4,146,3,low,F,10,5805
F,Ship,2,4,233,2,medium,F,6,4758
D,Ship,5,2,141,2,medium,F,1,4287
F,Ship,3,3,239,3,low,F,4,1399
A,Ship,3,2,226,2,low,M,10,4254
F,Flight,4,5,98,4,low,M,5,5188
F,Ship,5,3,227,5,medium,F,9,4990
F,Ship,6,3,278,4,medium,M,4,1716
D,Ship,6,5,310,4,medium,F,10,1553
A,Ship,5,5,257,3,medium,F,5,5084
D,Ship,5,1,125,4,medium,M,3,5595
F,Ship,7,1,244,4,low,M,8,1817
F,Ship,4,1,269,2,medium,F,8,4930
A,Ship,6,3,245,4,low,M,10,1798
A,Ship,4,3,145,4,medium,M,2,5735
F,Ship,4,2,196,5,low,M,5,4994
D,Ship,6,5,292,4,low,F,10,1969
D,Ship,7,5,133,5,low,F,7,1239
F,Ship,4,4,247,3,high,F,2,5324
B,Ship,5,5,258,4,high,F,5,4562
B,Ship,4,4,156,2,low,F,5,5216
F,Ship,4,5,232,5,low,F,3,1817
F,Ship,4,1,271,2,medium,F,8,2401
D,Flight,3,2,142,3,low,M,9,4234
F,Ship,4,4,151,3,medium,F,5,4732
F,Ship,4,4,138,5,low,M,10,5401
A,Ship,5,2,241,3,low,F,10,4244
F,Ship,4,2,262,4,low,M,2,5311
D,Ship,3,4,199,4,medium,F,6,5207
F,Ship,2,2,230,3,low,F,7,4889
B,Flight,2,1,220,2,medium,F,6,4382
F,Ship,3,2,251,2,low,F,5,3443
C,Ship,5,3,273,4,medium,M,1,5119
D,Road,4,2,209,2,medium,M,3,5607
F,Ship,4,2,176,3,medium,F,12,1750
F,Ship,2,1,206,2,low,M,7,4721
D,Ship,4,2,222,3,low,F,3,5130
A,Ship,5,4,177,2,low,M,14,1735
D,Ship,3,4,246,3,high,F,1,4273
C,Ship,4,1,236,3,low,F,4,4248
F,Ship,4,4,201,2,medium,M,7,4320
F,Ship,6,4,251,4,low,F,10,1568
A,Ship,4,5,188,3,low,F,13,2409
F,Ship,5,4,228,5,low,M,9,1044
C,Ship,3,4,236,4,medium,M,2,1016
B,Ship,2,5,211,3,low,M,3,1368
C,Road,4,5,148,3,high,F,6,5473
D,Ship,4,5,169,4,low,F,6,4213
F,Ship,5,4,160,3,high,M,2,5876
D,Road,4,3,228,5,medium,M,8,1753
C,Ship,4,5,264,3,medium,M,16,2245
C,Flight,4,2,111,2,high,F,4,5393
A,Road,3,5,156,4,low,F,6,1015
B,Ship,3,5,209,3,high,F,4,5413
F,Road,2,2,145,3,medium,F,5,6102
F,Ship,6,4,279,4,low,M,9,1128
B,Ship,5,5,193,3,low,F,3,5037
A,Flight,3,3,168,2,medium,F,1,1829
A,Road,5,2,192,2,low,M,5,4046
A,Ship,3,3,154,4,high,F,2,4921
D,Ship,3,4,249,3,high,F,10,5629
C,Ship,6,3,176,5,low,F,7,1767
F,Road,3,5,151,2,medium,M,8,4408
F,Ship,4,5,164,3,high,M,3,4454
F,Ship,4,3,181,2,low,F,4,5622
A,Road,5,1,135,3,low,M,3,4939
F,Flight,4,4,203,3,medium,M,8,4443
F,Ship,6,4,257,4,medium,F,9,1108
C,Ship,4,5,253,3,low,F,1,5402
D,Flight,3,3,264,3,low,F,6,5482
B,Ship,5,4,217,5,high,F,3,1007
A,Flight,4,1,179,2,medium,F,7,4605
B,Ship,4,1,219,2,medium,F,2,1752
B,Flight,6,2,259,4,medium,M,6,1066
F,Ship,5,2,172,5,medium,F,5,4805
D,Road,5,2,197,5,low,F,4,4196
F,Flight,5,4,97,3,medium,F,8,4577
D,Ship,3,5,243,3,medium,F,5,4383
A,Ship,5,4,156,4,low,M,1,5533
F,Ship,4,3,248,3,low,M,5,4781
B,Road,2,5,111,2,low,M,4,4473
A,Ship,4,4,236,2,medium,F,6,5101
D,Ship,5,5,287,4,low,M,4,1509
C,Flight,2,2,242,3,high,M,9,4717
F,Ship,5,2,183,5,high,F,8,4820
F,Ship,3,5,226,3,low,M,8,5203
A,Ship,4,2,247,4,high,F,9,4588
D,Ship,6,5,261,4,low,F,3,1217
A,Ship,6,2,99,3,low,M,8,5872
A,Ship,3,3,158,2,low,M,10,4061
F,Flight,5,5,180,2,high,M,5,4585
B,Road,7,1,309,4,low,F,4,1151
F,Ship,6,3,290,4,low,M,5,1784
D,Ship,6,2,255,4,low,M,9,1157
C,Road,3,1,221,3,high,M,3,5005
B,Ship,4,5,228,5,low,M,5,1373
F,Ship,3,5,221,2,low,F,6,5289
A,Ship,3,4,203,3,medium,M,1,5543
B,Flight,4,1,205,2,low,M,10,4086
C,Ship,3,2,231,4,medium,M,4,5510
D,Ship,5,2,287,3,medium,F,3,4903
B,Flight,6,5,244,4,medium,F,4,1648
D,Ship,3,2,189,3,medium,M,2,4718
D,Ship,4,3,119,5,medium,M,5,1841
F,Ship,4,2,248,3,low,M,2,5028
F,Ship,5,2,167,4,low,M,10,4325
A,Ship,4,1,247,2,low,M,3,4113
C,Ship,4,5,180,2,medium,F,1,4332
D,Ship,3,5,272,2,medium,M,6,4652
A,Road,3,2,179,3,medium,M,9,5224
B,Ship,5,1,241,4,medium,M,7,5519
F,Ship,4,4,220,3,low,F,4,5622
F,Road,6,3,304,5,medium,F,6,1184
B,Ship,3,5,155,4,low,M,6,5386
C,Ship,6,4,285,4,medium,M,4,1244
F,Ship,3,4,186,2,medium,F,9,5841
F,Ship,4,1,240,4,low,M,10,5965
D,Road,5,3,132,3,low,M,7,4462
A,Ship,3,5,180,3,low,M,6,1228
C,Ship,4,2,216,3,low,F,12,2273
A,Ship,6,2,309,4,medium,F,8,1289
F,Ship,5,4,211,2,medium,F,7,4734
F,Ship,7,1,301,4,low,F,6,1052
C,Ship,5,1,111,4,high,F,2,5978
F,Flight,4,1,140,2,low,F,5,1274
D,Road,4,5,258,3,low,M,8,4046
A,Flight,5,3,270,5,low,F,1,1568
F,Flight,4,2,151,2,medium,M,6,4987
F,Flight,3,5,161,3,low,M,2,4475
B,Ship,6,1,249,4,medium,M,2,1326
A,Ship,3,5,261,3,medium,M,15,2989
F,Ship,6,1,250,4,medium,M,5,1747
F,Ship,5,5,262,5,low,M,6,1887
B,Ship,5,2,240,5,medium,M,3,1079
A,Road,5,1,268,5,medium,M,1,4704
D,Ship,4,5,244,3,low,M,6,1360
F,Flight,2,3,263,3,medium,F,10,4779
F,Road,3,4,202,3,medium,M,5,5169
F,Ship,3,5,147,4,high,M,10,5164
D,Flight,5,1,179,2,high,M,8,5301
C,Flight,4,4,258,3,medium,M,4,4578
F,Flight,4,5,187,2,low,M,6,4316
F,Ship,5,1,181,3,low,F,3,5118
F,Ship,4,3,154,3,medium,F,4,4867
D,Ship,6,4,270,4,low,F,10,1199
D,Ship,3,3,262,4,low,M,5,4782
A,Ship,4,2,216,3,low,M,10,4636
F,Ship,3,3,134,4,medium,M,7,5370
B,Ship,3,2,262,4,low,M,1,4745
D,Ship,5,4,196,2,medium,M,2,5515
F,Flight,3,5,245,4,medium,M,4,2769
C,Ship,6,5,248,4,low,F,10,1005
A,Flight,6,3,266,4,medium,F,8,1547
D,Ship,5,4,140,4,low,M,3,4018
F,Flight,3,1,224,2,low,M,9,4007
C,Ship,3,3,176,3,low,F,1,5168
A,Ship,7,3,267,4,medium,F,10,1548
F,Ship,5,3,233,5,medium,F,3,1398
A,Flight,4,1,195,2,low,F,3,4165
F,Ship,4,5,233,4,low,F,6,1495
C,Flight,4,4,147,3,medium,M,9,4534
A,Ship,4,5,139,3,low,F,3,5824
A,Ship,3,4,225,4,low,F,8,5209
B,Ship,3,4,261,4,medium,F,7,5731
C,Ship,6,1,123,5,medium,M,5,5323
A,Ship,5,3,199,4,medium,F,8,5362
F,Ship,4,2,218,3,low,F,2,4949
A,Ship,6,1,247,4,low,F,4,1623
C,Ship,3,5,276,5,low,F,10,5302
F,Flight,2,5,125,4,low,M,5,5866
F,Ship,3,1,188,2,low,F,14,2074
B,Ship,3,4,255,4,low,F,12,2266
F,Ship,3,1,252,4,high,M,4,4303
B,Ship,4,5,275,5,low,F,6,4450
A,Flight,4,1,157,5,low,M,10,4871
C,Ship,4,2,220,3,low,F,9,5896
B,Ship,3,3,185,4,low,F,6,4015
F,Flight,4,1,223,3,medium,F,4,4972
D,Road,4,4,186,2,low,F,1,4519
F,Road,5,3,268,5,medium,F,10,1660
F,Ship,4,5,111,4,medium,M,7,5988
D,Ship,6,3,219,4,medium,M,6,4885
F,Ship,6,5,275,4,low,M,8,1553
B,Ship,3,2,234,2,medium,M,8,4012
C,Ship,4,4,208,2,medium,F,6,4983
D,Flight,7,4,296,4,low,F,10,1033
F,Ship,3,1,102,4,medium,F,4,5936
B,Ship,3,2,192,3,low,F,19,3183
F,Ship,3,5,150,2,medium,M,10,5187
D,Ship,2,4,173,2,low,M,1,4721
D,Ship,4,3,246,3,low,F,5,5118
A,Ship,4,2,243,5,medium,F,4,1633
D,Ship,4,1,231,5,medium,M,6,1231
A,Flight,3,4,255,4,low,M,10,4107
D,Ship,4,4,260,2,medium,M,6,4474
B,Ship,6,2,245,4,low,F,9,1594
F,Ship,5,1,232,5,low,M,4,1776
C,Ship,5,3,156,4,low,F,9,4098
F,Ship,5,1,271,5,low,F,5,1869
F,Road,3,5,244,3,low,M,3,4652
F,Ship,5,5,155,3,medium,F,6,4109
C,Flight,3,3,136,2,medium,M,10,5749
F,Road,5,3,160,3,low,F,10,4416
A,Ship,4,5,145,2,low,F,2,4686
C,Ship,6,1,215,5,medium,F,5,4362
A,Ship,4,2,270,5,medium,M,9,1167
A,Ship,3,2,196,5,medium,F,6,5692
F,Ship,4,2,246,2,low,M,2,4497
B,Flight,4,1,245,5,medium,F,8,1923
F,Ship,3,2,238,2,low,M,19,2196
F,Ship,5,5,267,5,low,F,1,1352
F,Ship,5,3,267,5,low,F,1,1505
C,Ship,4,2,218,2,high,M,1,2990
B,Road,5,2,253,2,medium,F,9,5530
C,Ship,4,1,263,3,high,M,5,4782
F,Ship,2,1,149,4,medium,F,7,5434
F,Road,4,1,140,3,medium,M,9,1431
D,Ship,5,3,250,4,medium,F,4,1111
F,Ship,2,5,116,3,low,F,1,4091
B,Ship,4,5,226,2,high,M,2,5881
D,Ship,3,2,219,3,medium,M,1,4918
F,Ship,3,5,146,3,medium,F,7,4126
A,Ship,3,2,148,2,low,F,1,4133
D,Road,5,1,158,3,low,M,9,1483
C,Ship,5,4,223,3,low,M,8,4310
F,Ship,5,2,224,3,high,M,4,4271
F,Ship,4,1,209,4,medium,F,1,5057
F,Ship,3,2,228,2,medium,M,2,5640
A,Ship,6,1,275,4,low,M,7,1767
A,Ship,5,5,98,2,medium,M,2,4125
C,Ship,5,5,172,2,low,M,5,5791
F,Ship,4,2,252,4,low,M,1,4705
B,Ship,3,5,142,2,low,M,6,5974
A,Ship,5,1,241,3,low,F,7,5134
F,Road,5,1,268,3,medium,F,5,5663
F,Flight,7,5,278,4,low,F,5,1572
F,Ship,7,3,308,5,medium,M,10,1152
C,Ship,5,5,219,2,medium,M,4,4289
D,Road,5,5,261,3,medium,F,8,3257
C,Ship,6,1,289,5,medium,M,7,1223
F,Ship,4,4,147,4,low,F,8,5882
B,Road,3,4,221,3,medium,F,1,5391
A,Ship,4,5,261,3,high,F,2,4954
D,Ship,5,1,184,3,low,F,10,4674
F,Ship,3,5,109,2,high,M,2,5978
F,Flight,3,5,133,4,low,M,10,4151
A,Ship,5,4,203,2,high,F,2,4190
A,Ship,6,4,248,4,low,F,6,1851
C,Road,5,1,257,5,medium,F,8,1128
B,Ship,2,1,241,3,medium,F,5,5697
B,Ship,6,4,283,4,low,F,8,1480
F,Ship,5,1,240,5,low,M,10,1373
A,Road,3,2,244,3,medium,M,10,4636
F,Ship,4,4,204,2,medium,F,9,4462
D,Flight,4,1,177,3,medium,F,6,5215
D,Ship,6,5,213,4,medium,F,3,5549
F,Ship,2,1,264,3,medium,M,10,3409
B,Ship,4,5,197,2,low,M,3,4379
C,Ship,5,5,270,3,low,M,2,4351
C,Ship,5,1,227,2,low,M,15,3798
D,Road,5,4,200,3,medium,M,3,4225
A,Ship,6,3,247,4,medium,M,3,1903
B,Road,2,2,158,3,high,F,1,4149
B,Ship,3,1,206,3,medium,M,5,5676
B,Ship,6,2,254,4,low,F,9,1626
A,Road,4,5,182,3,medium,F,2,4473
B,Ship,5,2,174,3,low,F,10,5973
A,Road,3,5,221,3,medium,F,8,4523
F,Ship,7,2,277,5,low,F,7,1260
C,Ship,3,2,170,3,low,M,9,4069
D,Ship,4,5,117,5,medium,F,1,4378
A,Ship,2,2,180,2,high,M,1,4407
F,Ship,4,3,104,4,medium,M,3,4548
D,Ship,5,1,232,5,low,M,6,1427
F,Road,5,5,171,2,high,M,8,4602
D,Ship,6,2,257,4,low,F,4,1929
F,Road,3,2,235,2,medium,F,9,5116
F,Ship,4,4,176,2,medium,F,1,5793
A,Ship,4,5,240,3,low,F,9,5794
C,Ship,6,4,147,3,low,M,4,4549
B,Ship,3,1,140,2,low,F,8,5253
C,Ship,5,1,250,3,low,M,8,5845
C,Road,4,4,169,3,medium,M,5,5743
C,Flight,3,1,200,2,medium,M,10,5178
D,Flight,5,4,157,3,medium,F,7,4199
A,Ship,7,3,286,4,low,F,3,1670
B,Road,4,2,238,5,medium,M,9,4618
A,Flight,3,2,247,3,low,M,3,4338
A,Flight,5,3,187,3,low,M,2,5967
F,Ship,4,3,125,3,low,F,10,5883
D,Ship,4,3,261,4,medium,M,9,5116
C,Ship,4,3,252,2,medium,M,1,2336
F,Ship,5,3,169,4,low,F,4,5683
F,Ship,4,3,186,3,low,M,2,4437
F,Ship,3,3,179,3,medium,F,12,1125
F,Road,5,4,140,4,high,F,5,1130
D,Ship,5,3,252,5,low,M,2,1312
D,Flight,4,1,183,4,low,M,9,5157
B,Ship,3,3,214,3,medium,F,9,5856
F,Ship,4,5,263,3,medium,M,3,4020
F,Flight,4,5,250,5,medium,M,6,1662
D,Ship,4,4,213,3,low,F,1,4266
F,Flight,3,4,224,3,low,F,10,4806
D,Flight,3,5,198,3,medium,F,1,3667
A,Flight,2,5,243,3,high,M,7,4486
C,Road,6,2,140,2,high,M,1,4053
B,Road,6,4,256,4,medium,F,9,1791
C,Ship,4,3,223,3,medium,F,7,5935
A,Road,3,3,157,3,low,F,6,5187
C,Flight,5,3,154,4,low,F,3,1066
C,Ship,3,2,247,3,medium,M,8,5194
F,Ship,4,5,184,3,medium,F,9,5594
D,Road,5,5,207,2,high,M,8,5066
A,Ship,4,2,201,3,medium,F,4,4613
F,Ship,4,1,191,3,low,M,2,5189
C,Ship,5,1,241,5,low,M,4,1348
F,Flight,5,2,143,3,medium,M,12,1802
B,Flight,3,2,183,5,low,M,3,1336
D,Flight,7,2,279,4,medium,F,1,1480
