ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Gender_encoded,Product_importance_encoded,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship
3978,5,5,255,2,1,4604,1,1,1,0,0,0,0,1,1,0,0
3979,3,2,202,2,5,5135,1,1,1,0,0,0,1,0,1,0,0
3980,4,4,261,3,2,4140,0,1,1,0,0,0,0,1,1,0,0
3981,5,3,244,2,5,4713,0,1,0,1,0,0,0,0,1,0,0
3982,4,2,173,3,1,5128,0,0,1,0,1,0,0,0,1,0,0
3983,3,2,224,3,1,5343,1,1,1,0,0,1,0,0,1,0,0
3984,4,4,263,2,2,5797,1,1,1,0,0,0,0,1,1,0,0
3985,5,1,160,5,1,4672,0,0,0,0,0,0,1,0,1,0,0
3986,6,2,106,5,9,4038,1,1,0,0,0,0,0,1,1,0,0
3987,3,2,227,2,9,4659,0,1,1,1,0,0,0,0,1,0,0
3988,3,5,257,2,2,5251,1,1,0,0,1,0,0,0,1,0,0
3989,3,1,155,3,6,5113,1,0,1,0,0,1,0,0,1,0,0
3990,3,4,212,3,8,5214,0,0,0,0,0,0,0,1,1,0,0
3991,6,3,205,3,10,4996,0,1,0,0,0,0,1,0,0,0,1
3992,3,4,211,3,6,5890,0,0,0,0,0,0,0,1,0,0,1
3993,5,4,178,5,9,4729,1,0,0,1,0,0,0,0,0,0,1
3994,3,3,221,3,5,4568,1,1,2,0,1,0,0,0,0,0,1
3995,3,3,253,4,9,4682,1,0,0,0,0,1,0,0,0,0,1
3996,3,1,185,2,8,5430,1,1,1,0,0,0,0,1,0,0,1
3997,3,3,160,2,6,5667,0,1,2,0,0,0,1,0,0,0,1
3998,3,4,173,2,5,4402,0,1,0,0,0,0,0,1,0,0,1
3999,3,3,256,3,8,4070,0,1,1,1,0,0,0,0,0,0,1
4000,3,4,134,3,6,5680,0,0,2,0,1,0,0,0,0,0,1
4002,2,3,205,3,1,5137,0,1,0,0,0,0,0,1,0,0,1
4003,4,1,202,3,4,4029,0,1,0,0,0,0,1,0,0,0,1
4004,2,2,158,3,2,4153,0,0,1,0,0,0,0,1,0,0,1
4005,4,3,233,3,4,5259,0,1,1,1,0,0,0,0,0,0,1
4006,3,3,163,2,10,5364,1,0,2,0,1,0,0,0,0,0,1
4007,4,4,202,4,4,4053,0,1,1,0,0,1,0,0,0,0,1
4008,5,2,229,3,1,5189,1,1,0,0,0,0,0,1,0,0,1
4009,5,4,120,4,1,4183,0,1,2,0,0,0,1,0,0,0,1
4010,5,1,185,2,10,5973,1,0,1,0,0,0,0,1,0,0,1
4011,2,5,154,3,1,4377,0,0,1,1,0,0,0,0,0,0,1
4012,2,4,238,3,4,5782,1,1,1,0,1,0,0,0,0,0,1
4013,4,2,179,3,3,5284,0,1,0,0,0,1,0,0,0,0,1
4014,4,5,237,2,10,4963,0,0,1,0,0,0,0,1,0,0,1
4015,4,1,234,3,8,4996,0,0,0,0,0,0,1,0,0,0,1
4016,2,5,116,3,1,4091,1,0,0,0,0,0,0,1,0,0,1
4017,4,5,157,4,8,4344,1,0,0,1,0,0,0,0,0,0,1
4018,4,2,151,3,8,4390,1,1,1,0,1,0,0,0,0,0,1
4019,3,5,160,3,1,5062,0,0,1,0,0,1,0,0,0,0,1
4020,3,5,226,3,8,5203,1,1,0,0,0,0,0,1,0,0,1
4021,2,5,254,3,6,5684,0,1,0,0,0,0,1,0,0,0,1
4022,3,5,194,3,8,5726,1,1,0,0,0,0,0,1,0,0,1
4023,5,5,194,4,4,4003,0,0,1,1,0,0,0,0,0,0,1
4024,3,4,175,3,6,5503,0,1,0,0,1,0,0,0,0,0,1
4025,4,1,228,2,9,4091,0,0,1,0,0,1,0,0,0,0,1
4026,3,3,240,3,4,5056,1,0,0,0,0,0,0,1,0,0,1
4027,2,1,166,3,8,4255,1,0,1,0,0,0,1,0,0,0,1
4028,4,5,249,2,10,4562,0,0,1,0,0,0,0,1,0,0,1
4029,4,1,261,3,7,4314,1,1,1,1,0,0,0,0,0,0,1
4030,4,1,209,2,10,5066,0,0,0,0,1,0,0,0,0,0,1
4031,3,2,154,2,4,5864,0,1,1,0,0,1,0,0,0,0,1
4032,6,5,98,3,8,5946,0,0,0,0,0,0,0,1,0,0,1
4033,3,5,193,3,2,4784,0,1,1,0,0,0,1,0,0,0,1
4034,3,5,169,3,6,5397,0,0,0,0,0,0,0,1,0,0,1
4035,5,4,227,2,3,5904,0,1,1,1,0,0,0,0,0,0,1
4036,3,3,150,2,6,4170,1,1,1,0,1,0,0,0,0,0,1
4041,3,2,228,3,4,4208,0,0,1,1,0,0,0,0,0,0,1
4042,5,5,243,2,9,4669,1,1,0,0,1,0,0,0,0,0,1
4043,2,3,187,3,6,5547,0,0,1,0,0,1,0,0,0,0,1
4044,3,3,185,3,10,4387,0,0,1,0,0,0,0,1,0,0,1
4045,2,1,228,3,1,5500,1,0,2,0,0,0,1,0,0,0,1
4047,4,5,233,4,6,4652,0,0,0,1,0,0,0,0,0,0,1
4048,4,3,151,3,8,4025,1,0,1,0,1,0,0,0,0,0,1
4049,5,2,160,3,3,4599,0,1,2,0,0,1,0,0,0,0,1
4050,3,5,265,3,4,4268,1,1,1,0,0,0,0,1,0,0,1
4055,3,3,182,4,7,1869,1,1,0,0,0,1,0,0,0,0,1
4056,4,3,164,2,3,1376,0,0,0,0,0,0,0,1,0,0,1
4057,3,1,240,3,4,5484,1,0,0,0,0,0,1,0,0,0,1
4058,2,1,166,3,6,4280,0,1,1,0,0,0,0,1,0,0,1
4059,4,2,249,2,7,5876,1,0,1,1,0,0,0,0,0,0,1
4060,4,3,261,3,1,4590,0,1,1,0,1,0,0,0,0,0,1
4061,4,5,209,2,8,4047,0,0,0,0,0,1,0,0,0,0,1
4062,3,5,154,2,6,4744,0,1,1,0,0,0,0,1,0,0,1
4063,6,3,98,3,8,4651,1,0,0,0,0,0,1,0,0,0,1
4064,3,5,193,3,9,4982,0,0,1,0,0,0,0,1,0,0,1
4065,3,1,169,3,6,4081,1,0,0,1,0,0,0,0,0,0,1
4066,5,4,227,2,10,4734,0,1,1,0,1,0,0,0,0,0,1
4067,3,5,150,2,10,5944,0,1,1,0,0,1,0,0,0,0,1
4072,3,3,228,3,8,4927,0,0,1,0,1,0,0,0,0,0,1
4073,5,3,243,2,9,4828,1,0,0,0,0,1,0,0,0,0,1
4074,2,1,187,3,3,5922,0,0,1,0,0,0,0,1,0,0,1
4075,3,3,185,3,4,4111,1,1,1,0,0,0,1,0,0,0,1
4076,2,3,228,3,5,4663,0,1,2,0,0,0,0,1,0,0,1
4078,4,5,233,4,6,4705,1,0,0,0,1,0,0,0,0,0,1
4079,4,5,151,3,10,5275,0,0,1,0,0,1,0,0,0,0,1
4080,5,4,160,3,2,5876,0,1,2,0,0,0,0,1,0,0,1
4081,3,4,265,3,7,5113,0,0,1,0,0,0,1,0,0,0,1
4086,3,5,182,4,6,1272,1,1,0,0,0,0,0,1,0,1,0
4087,4,4,164,2,9,1949,1,0,0,0,0,0,1,0,0,1,0
4088,3,5,268,2,5,1707,0,1,1,0,0,0,0,1,0,1,0
4089,3,3,218,4,4,1678,1,0,1,1,0,0,0,0,0,1,0
4090,5,3,236,2,6,1329,1,1,1,0,1,0,0,0,0,1,0
4091,3,4,188,4,2,1059,1,1,0,0,0,1,0,0,0,1,0
4092,4,2,277,5,8,1335,0,0,1,0,0,0,0,1,0,1,0
4093,6,1,127,3,8,5976,1,0,0,0,0,0,1,0,0,1,0
4094,5,1,143,3,5,5146,1,1,0,0,0,0,0,1,0,1,0
4096,4,2,239,2,9,4360,0,0,1,0,1,0,0,0,0,1,0
4097,3,5,215,3,4,4828,1,1,0,0,0,1,0,0,0,1,0
4098,6,1,139,5,1,4243,0,1,1,0,0,0,0,1,0,1,0
4099,3,2,250,3,4,5361,0,0,1,0,0,0,1,0,0,1,0
4100,3,1,187,3,1,5541,0,0,1,0,0,0,0,1,0,1,0
4101,2,1,151,3,5,5982,1,0,0,1,0,0,0,0,0,1,0
4102,3,5,181,3,9,4191,0,1,1,0,1,0,0,0,0,1,0
4103,4,4,170,5,5,4823,1,1,0,0,0,1,0,0,0,1,0
4104,4,3,139,3,1,4986,0,0,0,0,0,0,0,1,0,1,0
4105,4,4,186,2,1,4519,0,0,0,0,0,0,1,0,0,1,0
4106,3,2,273,3,2,4948,0,0,1,0,0,0,0,1,1,0,0
4107,6,1,274,5,8,4292,1,0,0,1,0,0,0,0,1,0,0
4108,3,5,108,2,10,5559,1,0,0,0,1,0,0,0,1,0,0
4109,3,5,132,3,4,4212,0,0,1,0,0,1,0,0,1,0,0
4110,4,1,223,3,4,4972,1,0,1,0,0,0,0,1,1,0,0
4111,3,2,240,3,2,4804,0,1,1,0,0,0,1,0,1,0,0
4112,3,5,106,2,3,5615,0,0,0,0,0,0,0,1,1,0,0
4113,5,4,143,5,5,4393,1,0,1,1,0,0,0,0,1,0,0
4114,5,1,238,2,5,5441,1,1,1,0,1,0,0,0,1,0,0
4115,2,1,156,3,3,5937,0,1,1,0,0,1,0,0,1,0,0
4116,4,2,203,3,9,5296,1,0,0,0,0,0,0,1,1,0,0
4117,3,4,259,4,5,4564,1,0,1,0,0,0,1,0,1,0,0
4118,4,4,225,3,10,4486,0,1,0,0,0,0,0,1,1,0,0
4119,4,5,154,3,9,5208,0,0,1,1,0,0,0,0,1,0,0
4120,5,2,227,3,2,4058,1,1,1,0,1,0,0,0,1,0,0
4121,4,3,208,2,1,5826,0,0,1,0,0,1,0,0,1,0,0
4122,5,3,255,3,8,5983,0,0,1,0,0,0,0,1,1,0,0
4123,4,1,218,2,7,4597,0,1,0,0,0,0,1,0,1,0,0
4124,3,5,184,3,1,4161,0,1,1,0,0,0,0,1,1,0,0
4125,4,1,233,2,7,4403,1,1,0,1,0,0,0,0,1,0,0
4126,3,5,230,4,2,5916,1,0,1,0,1,0,0,0,1,0,0
4127,4,3,249,3,5,5017,1,1,0,0,0,1,0,0,1,0,0
4128,5,2,176,4,2,4893,0,1,0,0,0,0,0,1,0,0,1
4129,4,2,272,4,3,5566,0,1,0,0,0,0,1,0,0,0,1
4130,4,4,192,2,7,4151,0,1,0,0,0,0,0,1,0,0,1
4131,6,3,100,4,3,5756,0,1,0,1,0,0,0,0,0,0,1
4133,4,5,165,3,5,4735,0,1,2,0,0,1,0,0,0,0,1
4134,3,4,124,4,10,5011,0,0,1,0,0,0,0,1,0,0,1
4135,4,1,193,4,4,4796,0,0,0,0,0,0,1,0,0,0,1
4136,3,2,156,3,2,4681,0,1,1,0,0,0,0,1,0,0,1
4137,5,3,170,3,10,4198,0,1,1,1,0,0,0,0,0,0,1
4138,2,3,243,5,5,4750,1,1,1,0,1,0,0,0,0,0,1
4139,3,4,163,2,7,5720,0,0,0,0,0,1,0,0,0,0,1
4140,4,3,201,2,4,4955,1,0,0,0,0,0,0,1,0,0,1
4141,3,5,232,3,10,5333,0,1,0,0,0,0,1,0,0,0,1
4142,3,3,214,3,2,4964,1,0,1,0,0,0,0,1,0,0,1
4143,3,1,149,2,7,4147,1,0,1,1,0,0,0,0,0,0,1
4144,3,4,122,3,10,4880,0,0,2,0,1,0,0,0,0,0,1
4145,3,3,253,4,2,5040,1,1,0,0,0,1,0,0,0,0,1
4146,2,5,123,4,8,4042,0,1,1,0,0,0,0,1,0,0,1
4147,4,3,261,3,2,4028,0,0,1,0,0,0,1,0,0,0,1
4148,5,1,235,3,7,5061,0,0,0,0,0,0,0,1,0,0,1
4149,2,3,141,4,8,4702,0,1,1,1,0,0,0,0,0,0,1
4150,3,1,241,2,8,5602,1,1,0,0,1,0,0,0,0,0,1
4151,4,1,253,2,9,4299,0,0,0,0,0,1,0,0,0,0,1
4152,4,4,177,2,6,5116,0,0,0,0,0,0,0,1,0,0,1
4153,5,4,160,3,10,5527,0,1,2,0,0,0,1,0,0,0,1
4154,3,4,134,3,9,4436,0,0,0,0,0,0,0,1,0,0,1
4155,5,2,258,2,4,5965,0,0,1,1,0,0,0,0,0,0,1
4156,5,3,188,2,6,4840,0,1,0,0,1,0,0,0,0,0,1
4157,5,2,270,3,5,5950,1,0,1,0,0,1,0,0,0,0,1
4158,3,1,243,2,10,5460,0,1,1,0,0,0,0,1,0,0,1
4159,2,4,100,4,3,5398,0,1,0,0,0,0,1,0,0,0,1
4160,3,3,134,4,7,5370,1,1,1,0,0,0,0,1,0,0,1
4161,4,2,255,3,3,4562,1,1,1,1,0,0,0,0,0,0,1
4162,3,3,260,2,8,5382,0,1,0,0,1,0,0,0,0,0,1
4163,5,5,265,3,6,4423,1,1,0,0,0,1,0,0,0,0,1
4164,2,5,221,3,2,5847,0,1,0,0,0,0,0,1,0,0,1
4165,5,4,157,4,9,4840,0,1,0,0,0,0,1,0,0,0,1
4166,4,3,222,3,8,4861,0,0,0,0,0,0,0,1,0,0,1
4167,5,2,179,3,7,5496,0,1,0,1,0,0,0,0,0,0,1
4168,3,2,231,3,5,5046,0,0,0,0,1,0,0,0,0,0,1
4169,3,5,228,2,6,5893,0,1,0,0,0,1,0,0,0,0,1
4170,2,5,264,2,9,5898,1,1,0,0,0,0,0,1,0,0,1
4171,4,3,170,3,2,5330,1,0,1,0,0,0,1,0,0,0,1
4172,3,2,159,2,3,4876,0,0,1,0,0,0,0,1,0,0,1
4173,3,3,166,3,6,5089,1,1,2,1,0,0,0,0,0,0,1
4174,3,2,234,2,8,4012,1,1,1,0,1,0,0,0,0,0,1
4175,6,1,215,5,5,4362,0,0,1,0,0,1,0,0,0,0,1
4176,3,2,179,2,8,5589,0,0,2,0,0,0,0,1,0,0,1
4177,3,3,180,3,8,5953,1,1,1,0,0,0,1,0,0,0,1
4178,4,5,149,3,9,4953,1,1,0,0,0,0,0,1,0,0,1
4179,3,2,150,3,1,5825,0,1,0,1,0,0,0,0,0,0,1
4180,4,1,155,3,4,5666,0,0,0,0,1,0,0,0,0,0,1
4181,4,5,199,2,4,4762,0,1,1,0,0,1,0,0,0,0,1
4182,4,5,169,2,10,4248,0,0,0,0,0,0,0,1,0,0,1
4184,4,3,257,3,1,5843,0,0,0,0,0,0,0,1,0,0,1
4185,4,3,153,2,1,4366,1,1,1,1,0,0,0,0,0,0,1
4186,5,5,228,4,6,4946,1,1,0,0,1,0,0,0,0,0,1
4187,4,4,133,2,4,4724,0,0,1,0,0,1,0,0,0,0,1
4188,4,4,206,3,10,4262,0,0,1,0,0,0,0,1,0,0,1
4189,4,5,263,5,9,5731,1,1,0,0,0,0,1,0,0,0,1
4190,4,1,190,2,4,4501,0,0,1,0,0,0,0,1,0,0,1
4191,4,5,175,2,4,4910,1,1,1,1,0,0,0,0,0,0,1
4192,3,3,272,3,2,4059,1,1,0,0,1,0,0,0,0,0,1
4193,4,1,111,4,10,4711,0,1,1,0,0,1,0,0,0,0,1
4194,5,2,233,3,5,5756,1,0,0,0,0,0,0,1,0,0,1
4195,5,5,235,3,4,5325,0,0,0,0,0,0,1,0,0,0,1
4196,3,2,255,4,5,4415,0,1,1,0,0,0,0,1,0,0,1
4197,4,3,216,2,6,4005,0,0,0,1,0,0,0,0,0,0,1
4198,4,4,266,3,5,4641,0,0,1,0,1,0,0,0,0,0,1
4199,4,3,200,4,7,4953,1,0,1,0,0,1,0,0,0,0,1
4200,3,3,194,3,6,5721,1,0,1,0,0,0,0,1,0,0,1
4201,4,2,220,3,3,5020,0,1,0,0,0,0,1,0,0,0,1
4202,4,4,270,2,1,5148,1,0,0,0,0,0,0,1,0,0,1
4203,3,2,168,3,2,4231,0,1,1,1,0,0,0,0,0,0,1
4204,4,5,172,4,8,5900,1,1,1,0,1,0,0,0,0,0,1
4205,4,5,168,3,4,4759,1,0,2,0,0,1,0,0,0,0,1
4206,5,2,243,3,4,5415,0,1,0,0,0,0,0,1,0,0,1
4207,3,3,181,3,1,5094,1,0,0,0,0,0,1,0,0,0,1
4208,3,5,167,2,2,4141,0,0,0,0,0,0,0,1,0,0,1
4209,4,2,224,3,3,5967,0,0,0,1,0,0,0,0,0,0,1
4210,5,4,252,3,6,5221,0,1,1,0,1,0,0,0,0,0,1
4211,4,3,266,3,8,4493,0,1,1,0,0,1,0,0,0,0,1
4212,4,3,144,2,5,4882,0,0,0,0,0,0,0,1,0,0,1
4213,3,5,222,3,4,5149,0,1,0,0,0,0,1,0,0,0,1
4214,4,4,199,3,10,5002,1,1,0,0,0,0,0,1,0,0,1
4215,3,1,214,3,2,4958,0,0,1,1,0,0,0,0,0,0,1
4216,3,1,258,3,2,5828,1,0,1,0,1,0,0,0,0,0,1
4217,3,5,194,4,1,5534,0,1,0,0,0,1,0,0,0,0,1
4218,5,2,201,3,2,5132,1,1,0,0,0,0,0,1,0,0,1
4219,3,5,243,3,5,4383,0,0,1,0,0,0,1,0,0,0,1
4220,5,4,264,3,2,5716,0,1,1,0,0,0,0,1,0,0,1
4221,4,5,204,3,4,5476,0,0,1,1,0,0,0,0,0,1,0
4222,3,2,239,2,3,5099,1,0,0,0,1,0,0,0,0,1,0
4223,5,4,168,4,5,5580,0,1,1,0,0,1,0,0,0,1,0
4224,5,4,229,2,10,5001,0,0,1,0,0,0,0,1,0,1,0
4225,2,4,246,2,1,5374,1,1,1,0,0,0,1,0,0,1,0
4226,4,4,217,2,6,4029,1,1,0,0,0,0,0,1,0,1,0
4227,4,1,166,2,6,5737,0,0,0,1,0,0,0,0,0,1,0
4228,4,3,159,2,3,5731,1,1,2,0,1,0,0,0,0,1,0
4229,6,5,220,3,1,5508,0,1,1,0,0,1,0,0,0,1,0
4230,5,4,172,4,10,4659,1,0,1,0,0,0,0,1,0,1,0
4231,3,2,262,3,2,5910,1,1,1,0,0,0,1,0,0,1,0
4232,4,5,194,2,1,5300,1,0,0,0,0,0,0,1,0,1,0
4233,3,1,232,2,10,4719,0,1,1,1,0,0,0,0,0,1,0
4234,4,5,259,3,3,4741,1,1,1,0,1,0,0,0,0,1,0
4235,4,3,259,3,1,4914,1,0,0,0,0,1,0,0,0,1,0
4236,4,5,246,3,10,4616,1,1,0,0,0,0,0,1,0,1,0
4237,3,4,247,2,2,5016,1,0,1,0,0,0,1,0,0,1,0
4238,2,1,137,3,1,4539,0,1,0,0,0,0,0,1,0,1,0
4239,2,5,273,2,5,4236,0,1,2,1,0,0,0,0,0,1,0
4240,5,2,152,3,5,5502,1,0,2,0,1,0,0,0,0,1,0
4241,3,1,235,4,7,4833,1,1,2,0,0,1,0,0,0,1,0
4242,4,2,212,3,3,4555,0,0,0,0,0,0,0,1,0,1,0
4243,5,4,286,5,3,5208,0,0,0,0,0,0,1,0,1,0,0
4244,4,2,151,2,6,4987,0,1,1,0,0,0,0,1,1,0,0
4245,3,3,204,3,6,5296,1,1,0,1,0,0,0,0,1,0,0
4246,3,1,191,3,1,4705,0,1,0,0,1,0,0,0,1,0,0
4247,3,4,221,3,1,4518,1,0,0,0,0,1,0,0,1,0,0
4248,3,5,161,3,2,4475,0,1,0,0,0,0,0,1,1,0,0
4249,4,1,183,4,9,5157,0,1,0,0,0,0,1,0,1,0,0
4250,4,3,243,2,6,5892,0,0,0,0,0,0,0,1,1,0,0
4251,5,4,194,5,8,4038,1,1,0,1,0,0,0,0,1,0,0
4252,4,2,266,3,4,4197,1,1,1,0,1,0,0,0,1,0,0
4253,4,3,249,4,10,4933,0,1,1,0,0,1,0,0,1,0,0
4254,5,5,133,2,10,4398,0,0,0,0,0,0,0,1,1,0,0
4255,4,3,244,4,10,4118,1,1,0,0,0,0,1,0,1,0,0
4256,4,3,235,3,6,4832,1,0,1,0,0,0,0,1,1,0,0
4257,3,1,166,2,10,5932,1,0,0,1,0,0,0,0,1,0,0
4258,4,2,239,2,10,4028,0,0,0,0,1,0,0,0,1,0,0
4259,4,4,141,3,7,4683,0,1,0,0,0,1,0,0,1,0,0
4260,2,5,168,2,1,4831,0,0,0,0,0,0,0,1,1,0,0
4261,4,2,203,3,4,5699,0,0,0,0,0,0,1,0,1,0,0
4262,5,1,171,4,9,4418,1,0,1,0,0,0,0,1,1,0,0
4263,3,4,120,4,10,5537,0,1,2,1,0,0,0,0,1,0,0
4264,4,1,240,4,6,4811,0,0,0,0,1,0,0,0,1,0,0
4266,3,4,237,3,9,5514,1,0,2,0,0,0,0,1,0,0,1
4267,3,2,169,3,3,5673,0,0,0,0,0,0,1,0,0,0,1
4268,4,1,169,4,10,4245,0,0,0,0,0,0,0,1,0,0,1
4269,4,4,201,2,8,5790,0,0,1,1,0,0,0,0,0,0,1
4270,4,2,249,4,4,5418,1,1,1,0,1,0,0,0,0,0,1
4271,5,3,101,5,1,4014,1,0,1,0,0,1,0,0,0,0,1
4272,3,1,140,3,6,4488,1,1,0,0,0,0,0,1,0,0,1
4273,3,2,214,3,1,5362,0,1,1,0,0,0,1,0,0,0,1
4274,5,2,196,3,6,4257,0,0,1,0,0,0,0,1,0,0,1
4275,3,2,204,2,7,5961,0,1,2,1,0,0,0,0,0,0,1
4276,4,4,159,3,9,4265,1,1,0,0,1,0,0,0,0,0,1
4277,4,3,175,4,4,5685,0,0,1,0,0,1,0,0,0,0,1
4278,4,1,163,2,3,4099,1,0,0,0,0,0,0,1,0,0,1
4280,4,3,191,3,1,4219,0,1,1,0,0,0,0,1,0,0,1
4281,4,5,135,3,5,4515,0,0,1,1,0,0,0,0,0,0,1
4282,4,2,224,3,3,4511,0,0,1,0,1,0,0,0,0,0,1
4283,3,1,142,2,5,4728,0,0,0,0,0,1,0,0,0,0,1
4285,5,5,165,4,3,4242,0,0,1,0,0,0,1,0,0,0,1
4286,3,3,150,4,8,4357,1,0,1,0,0,0,0,1,0,0,1
4288,2,3,147,3,5,5013,0,0,0,0,1,0,0,0,0,0,1
4289,4,2,151,3,10,5698,0,1,1,0,0,1,0,0,0,0,1
4291,4,4,211,4,8,4747,1,1,1,0,0,0,1,0,0,0,1
4293,3,2,133,3,1,5026,1,1,1,1,0,0,0,0,0,0,1
4294,4,2,258,3,10,4643,1,1,2,0,1,0,0,0,0,0,1
4295,3,4,253,3,8,5857,0,0,2,0,0,1,0,0,0,0,1
4296,6,5,185,3,1,5399,1,0,2,0,0,0,0,1,0,0,1
4297,3,4,268,2,4,1442,1,0,1,0,0,0,1,0,0,0,1
4298,3,3,218,4,8,1883,0,1,1,0,0,0,0,1,0,0,1
4299,3,5,140,3,9,4733,0,1,0,1,0,0,0,0,0,0,1
4300,3,3,214,3,9,5856,0,0,1,0,1,0,0,0,0,0,1
4301,5,4,196,3,2,5427,1,1,1,0,0,1,0,0,0,0,1
4302,3,2,204,2,2,5526,0,0,2,0,0,0,0,1,0,0,1
4303,4,1,159,3,4,4574,0,1,0,0,0,0,1,0,0,0,1
4304,4,3,175,4,5,5177,1,0,1,0,0,0,0,1,0,0,1
4305,4,4,163,2,9,4720,0,0,0,1,0,0,0,0,0,0,1
4307,4,3,191,3,6,4563,0,0,1,0,0,1,0,0,0,0,1
4308,4,5,135,3,6,5266,1,0,1,0,0,0,0,1,0,0,1
4309,4,3,224,3,9,5283,1,0,1,0,0,0,1,0,0,0,1
4310,3,5,142,2,8,4914,0,0,0,0,0,0,0,1,0,0,1
4312,5,4,165,4,7,5091,1,1,1,0,1,0,0,0,0,0,1
4313,3,5,150,4,8,4433,0,0,1,0,0,1,0,0,0,0,1
4315,2,1,147,3,3,4120,1,1,0,0,0,0,1,0,0,0,1
4316,4,3,151,3,6,5379,1,0,1,0,0,0,0,1,0,0,1
4318,4,5,211,4,10,4004,0,0,1,0,1,0,0,0,0,0,1
4320,3,5,133,3,4,5902,0,0,1,0,0,0,0,1,0,0,1
4321,4,3,258,3,1,4653,0,0,2,0,0,0,1,0,0,0,1
4322,3,3,253,3,1,4263,1,1,2,0,0,0,0,1,0,0,1
4323,6,1,185,3,8,4806,0,0,2,1,0,0,0,0,0,0,1
4324,3,4,268,2,8,1991,1,1,1,0,1,0,0,0,0,0,1
4325,4,1,277,5,3,1527,1,1,1,0,0,1,0,0,0,0,1
4326,2,3,157,4,3,1203,1,1,0,0,0,0,0,1,0,0,1
4328,5,3,104,4,3,4885,1,1,0,0,0,0,0,1,0,0,1
4329,3,4,213,2,6,5374,1,0,1,1,0,0,0,0,0,0,1
4330,5,2,172,2,1,5112,0,0,2,0,1,0,0,0,0,0,1
4331,5,2,168,4,10,5373,1,1,0,0,0,1,0,0,0,0,1
4332,5,5,192,3,3,4015,1,1,1,0,0,0,0,1,0,0,1
4333,4,1,189,2,10,4646,0,1,0,0,0,0,1,0,0,0,1
4335,5,2,152,3,2,4172,0,0,0,1,0,0,0,0,0,0,1
4336,4,3,171,5,2,5242,1,0,0,0,1,0,0,0,0,0,1
4337,4,3,177,3,4,4551,0,0,1,0,0,1,0,0,0,0,1
4338,3,2,160,3,4,4683,0,0,0,0,0,0,0,1,0,0,1
4339,4,4,233,4,3,5849,1,1,0,0,0,0,1,0,0,0,1
4340,3,2,216,3,10,4083,0,0,0,0,0,0,0,1,0,0,1
4341,5,3,222,3,6,4744,1,0,0,1,0,0,0,0,0,0,1
4342,5,3,260,2,10,5633,0,1,0,0,1,0,0,0,0,0,1
4343,5,1,239,2,5,5759,1,1,0,0,0,1,0,0,0,0,1
4344,4,4,204,2,9,4462,0,0,1,0,0,0,0,1,0,0,1
4345,3,3,116,5,6,4524,0,0,0,0,0,0,1,0,0,0,1
4346,4,3,245,3,8,4826,0,1,0,0,0,0,0,1,0,0,1
4347,4,4,280,5,3,5034,0,0,0,1,0,0,0,0,0,0,1
4348,3,5,155,4,6,5386,0,1,0,0,1,0,0,0,0,0,1
4349,3,2,139,5,8,4595,0,1,0,0,0,1,0,0,0,0,1
4350,5,4,237,3,9,5401,0,1,2,0,0,0,0,1,0,0,1
4351,2,5,211,4,1,5673,0,1,0,0,0,0,1,0,0,0,1
4352,3,4,220,3,5,5078,0,0,1,0,0,0,0,1,0,0,1
4353,5,1,134,2,8,5646,0,1,0,1,0,0,0,0,0,0,1
4354,3,2,208,2,7,4582,1,0,0,0,1,0,0,0,0,0,1
4355,5,3,198,4,2,5316,0,1,1,0,0,1,0,0,0,0,1
4356,5,1,277,4,2,5496,0,1,0,0,0,0,0,1,0,0,1
4357,4,3,144,3,1,5881,0,1,0,0,0,0,1,0,0,0,1
4358,5,1,201,3,4,5166,1,1,0,0,0,0,0,1,0,1,0
4359,3,1,201,4,9,5721,1,0,1,1,0,0,0,0,0,1,0
4360,5,1,236,2,2,4987,1,0,0,0,1,0,0,0,0,1,0
4361,4,5,142,2,2,5150,1,1,0,0,0,1,0,0,0,1,0
4362,5,1,172,5,1,4730,0,0,1,0,0,0,0,1,0,1,0
4363,4,3,217,2,2,5442,0,0,1,0,0,0,1,0,0,1,0
4364,4,2,231,3,3,5112,0,1,2,0,0,0,0,1,0,1,0
4365,3,1,200,2,5,4884,0,0,0,1,0,0,0,0,0,1,0
4367,2,5,216,3,2,5098,0,0,1,0,0,1,0,0,0,1,0
4368,5,1,215,2,3,4700,0,1,0,0,0,0,0,1,0,1,0
4369,5,3,217,3,6,4934,1,1,0,0,0,0,1,0,0,1,0
4370,3,5,244,3,3,4652,1,1,0,0,0,0,0,1,0,1,0
4371,4,2,221,3,10,5632,0,1,0,1,0,0,0,0,0,1,0
4372,4,1,207,2,4,4099,0,1,1,0,1,0,0,0,0,1,0
4373,3,3,190,3,2,4468,1,1,1,0,0,1,0,0,0,1,0
4374,3,5,199,4,7,4520,0,1,0,0,0,0,0,1,0,1,0
4375,6,1,246,3,7,4733,1,1,1,0,0,0,1,0,0,1,0
4376,3,5,195,3,10,5585,0,0,1,0,0,0,0,1,0,1,0
